ParkUnit	Plot	SubPlot	EventDate	CanopyType	CanopyCount
Pea Ridge	PERI72	1	5/23/2016	Hardwood	2
Pea Ridge	PERI72	1	5/23/2016	Total	8
Pea Ridge	PERI73	1	5/23/2016	Total	0
Pea Ridge	PERI74	1	5/12/2008	Hardwood	3
Pea Ridge	PERI74	1	5/14/2012	Hardwood	1
Pea Ridge	PERI74	1	5/19/2021	Hardwood	2
Pea Ridge	PERI74	1	5/23/2016	Hardwood	2
Pea Ridge	PERI74	1	5/23/2016	Total	2
Pea Ridge	PERI75	1	5/12/2008	Hardwood	4
Pea Ridge	PERI75	1	5/14/2012	Conifer	1
Pea Ridge	PERI75	1	5/14/2012	Hardwood	5
Pea Ridge	PERI75	1	5/24/2016	Conifer	1
Pea Ridge	PERI75	1	5/24/2016	Hardwood	10
Pea Ridge	PERI75	1	5/24/2016	Total	11
Pea Ridge	PERI75	1	5/24/2021	Hardwood	6
Pea Ridge	PERI76	1	5/12/2008	Hardwood	1
Pea Ridge	PERI76	1	5/17/2012	Hardwood	2
Pea Ridge	PERI76	1	5/24/2016	Hardwood	1
Pea Ridge	PERI76	1	5/24/2016	Total	1
Pea Ridge	PERI76	1	5/24/2021	Hardwood	4
Pea Ridge	PERI77	1	5/17/2012	Hardwood	10
Pea Ridge	PERI77	1	5/18/2008	Hardwood	9
Pea Ridge	PERI77	1	5/20/2021	Hardwood	6
Pea Ridge	PERI77	1	5/24/2016	Hardwood	5
Pea Ridge	PERI77	1	5/24/2016	Total	5
Pea Ridge	PERI78	1	5/19/2021	Hardwood	1
Pea Ridge	PERI78	1	5/24/2016	Total	0
Pea Ridge	PERI79	1	5/24/2016	Total	0
Pea Ridge	PERI8	1	5/14/2008	Hardwood	10
Pea Ridge	PERI8	1	5/17/2016	Hardwood	11
Pea Ridge	PERI8	1	5/17/2016	Total	11
Pea Ridge	PERI8	1	5/17/2021	Hardwood	12
Pea Ridge	PERI8	1	5/23/2012	Hardwood	11
Pea Ridge	PERI80	1	5/13/2008	Conifer	1
Pea Ridge	PERI80	1	5/13/2008	Hardwood	1
Pea Ridge	PERI80	1	5/15/2012	Conifer	1
Pea Ridge	PERI80	1	5/15/2012	Hardwood	4
Pea Ridge	PERI80	1	5/20/2021	Hardwood	8
Pea Ridge	PERI80	1	5/23/2016	Hardwood	7
Pea Ridge	PERI80	1	5/23/2016	Total	7
Pea Ridge	PERI81	1	5/15/2012	Hardwood	14
Pea Ridge	PERI81	1	5/16/2008	Hardwood	13
Pea Ridge	PERI81	1	5/22/2021	Hardwood	17
Pea Ridge	PERI81	1	5/25/2016	Hardwood	9
Pea Ridge	PERI81	1	5/25/2016	Total	9
Pea Ridge	PERI82	1	5/23/2016	Total	0
Pea Ridge	PERI83	1	5/23/2016	Total	0
Pea Ridge	PERI84	1	5/12/2008	Hardwood	3
Pea Ridge	PERI84	1	5/14/2012	Hardwood	4
Pea Ridge	PERI84	1	5/22/2021	Conifer	1
Pea Ridge	PERI84	1	5/22/2021	Hardwood	3
Pea Ridge	PERI84	1	5/23/2016	Hardwood	5
Pea Ridge	PERI84	1	5/23/2016	Total	5
Pea Ridge	PERI85	1	5/23/2016	Total	0
Pea Ridge	PERI86	1	5/13/2008	Hardwood	1
Pea Ridge	PERI86	1	5/16/2012	Hardwood	4
Pea Ridge	PERI86	1	5/19/2021	Hardwood	1
Pea Ridge	PERI86	1	5/23/2016	Hardwood	2
Pea Ridge	PERI86	1	5/23/2016	Total	2
Pea Ridge	PERI87	1	5/13/2008	Hardwood	5
Pea Ridge	PERI87	1	5/16/2012	Hardwood	5
Pea Ridge	PERI87	1	5/20/2021	Hardwood	7
Pea Ridge	PERI87	1	5/23/2016	Hardwood	5
Pea Ridge	PERI87	1	5/23/2016	Total	5
Pea Ridge	PERI88	1	5/13/2008	Conifer	1
Pea Ridge	PERI88	1	5/13/2008	Hardwood	6
Pea Ridge	PERI88	1	5/15/2012	Conifer	5
Pea Ridge	PERI88	1	5/15/2012	Hardwood	6
Pea Ridge	PERI88	1	5/22/2021	Hardwood	6
Pea Ridge	PERI88	1	5/25/2016	Conifer	2
Pea Ridge	PERI88	1	5/25/2016	Hardwood	8
Pea Ridge	PERI88	1	5/25/2016	Total	10
Pea Ridge	PERI89	1	5/15/2012	Hardwood	1
Pea Ridge	PERI89	1	5/16/2008	Hardwood	1
Pea Ridge	PERI89	1	5/18/2021	Hardwood	3
Pea Ridge	PERI89	1	5/23/2016	Hardwood	1
Pea Ridge	PERI89	1	5/23/2016	Total	1
Pea Ridge	PERI9	1	5/17/2016	Hardwood	9
Pea Ridge	PERI9	1	5/17/2016	Total	9
Pea Ridge	PERI9	1	5/17/2021	Hardwood	15
Pea Ridge	PERI9	1	5/18/2008	Hardwood	11
Pea Ridge	PERI9	1	5/23/2012	Hardwood	11
Pea Ridge	PERI90	1	5/23/2016	Total	0
Pea Ridge	PERI91	1	5/12/2008	Hardwood	1
Pea Ridge	PERI91	1	5/14/2012	Hardwood	1
Pea Ridge	PERI91	1	5/23/2016	Hardwood	1
Pea Ridge	PERI91	1	5/23/2016	Total	1
Pea Ridge	PERI92	1	5/13/2008	Hardwood	2
Pea Ridge	PERI92	1	5/16/2012	Hardwood	4
Pea Ridge	PERI92	1	5/19/2021	Hardwood	4
Pea Ridge	PERI92	1	5/23/2016	Hardwood	5
Pea Ridge	PERI92	1	5/23/2016	Total	5
Pea Ridge	PERI93	1	5/13/2008	Hardwood	7
Pea Ridge	PERI93	1	5/16/2012	Hardwood	10
Pea Ridge	PERI93	1	5/20/2021	Hardwood	14
Pea Ridge	PERI93	1	5/23/2016	Hardwood	9
Pea Ridge	PERI93	1	5/23/2016	Total	9
Pea Ridge	PERI94	1	5/13/2008	Hardwood	9
Pea Ridge	PERI94	1	5/15/2012	Hardwood	10
Pea Ridge	PERI94	1	5/18/2021	Hardwood	13
Pea Ridge	PERI94	1	5/23/2016	Hardwood	11
Pea Ridge	PERI94	1	5/23/2016	Total	11
Pea Ridge	PERI95	1	5/13/2008	Hardwood	4
Pea Ridge	PERI95	1	5/14/2012	Hardwood	4
Pea Ridge	PERI95	1	5/16/2016	Hardwood	8
Pea Ridge	PERI95	1	5/16/2016	Total	8
Pea Ridge	PERI95	1	5/18/2021	Hardwood	8
Pea Ridge	PERI96	1	5/13/2008	Conifer	2
Pea Ridge	PERI96	1	5/13/2008	Hardwood	3
Pea Ridge	PERI96	1	5/16/2012	Conifer	1
Pea Ridge	PERI96	1	5/16/2012	Hardwood	5
Pea Ridge	PERI96	1	5/18/2021	Hardwood	9
Pea Ridge	PERI96	1	5/23/2016	Conifer	1
Pea Ridge	PERI96	1	5/23/2016	Hardwood	4
Pea Ridge	PERI96	1	5/23/2016	Total	5
Pea Ridge	PERI97	1	5/13/2008	Hardwood	10
Pea Ridge	PERI97	1	5/16/2012	Hardwood	13
Pea Ridge	PERI97	1	5/18/2021	Hardwood	12
Pea Ridge	PERI97	1	5/23/2016	Hardwood	13
Pea Ridge	PERI97	1	5/23/2016	Total	13
Pea Ridge	PERI98	1	5/16/2008	Hardwood	9
Pea Ridge	PERI98	1	5/21/2012	Hardwood	8
Pea Ridge	PERI98	1	5/22/2021	Hardwood	7
Pea Ridge	PERI98	1	5/25/2016	Hardwood	2
Pea Ridge	PERI98	1	5/25/2016	Total	2
Pea Ridge	PERI99	1	5/16/2008	Hardwood	8
Pea Ridge	PERI99	1	5/21/2012	Hardwood	8
Pea Ridge	PERI99	1	5/22/2021	Hardwood	8
Pea Ridge	PERI99	1	5/25/2016	Hardwood	2
Pea Ridge	PERI99	1	5/25/2016	Total	2
Pipestone	PIPE1	1	5/26/2017	Total	0
Pipestone	PIPE10	1	5/26/2017	Total	0
Pipestone	PIPE11	1	5/26/2017	Total	0
Pipestone	PIPE12	1	5/26/2017	Total	0
Pipestone	PIPE13	1	5/26/2017	Total	0
Pipestone	PIPE14	1	5/26/2017	Total	0
Pipestone	PIPE15	1	5/26/2017	Total	0
Pipestone	PIPE16	1	5/26/2017	Total	0
Pipestone	PIPE17	1	5/26/2017	Total	0
Pipestone	PIPE18	1	5/26/2017	Total	0
Pipestone	PIPE19	1	5/23/2022	Hardwood	1
Pipestone	PIPE19	1	5/26/2017	Total	0
Pipestone	PIPE2	1	5/26/2017	Total	0
Pipestone	PIPE20	1	5/26/2017	Total	0
Pipestone	PIPE21	1	5/15/2009	Hardwood	1
Pipestone	PIPE21	1	5/24/2022	Hardwood	1
Pipestone	PIPE21	1	5/26/2017	Hardwood	1
Pipestone	PIPE21	1	5/26/2017	Total	1
Pipestone	PIPE22	1	5/26/2017	Total	0
Pipestone	PIPE23	1	5/26/2017	Total	0
Pipestone	PIPE24	1	5/26/2017	Total	0
Pipestone	PIPE25	1	5/14/2009	Hardwood	1
Pipestone	PIPE25	1	5/26/2017	Total	0
Pipestone	PIPE26	1	5/26/2017	Total	0
Pipestone	PIPE27	1	5/15/2009	Hardwood	5
Pipestone	PIPE27	1	5/15/2013	Hardwood	3
Pipestone	PIPE27	1	5/24/2022	Hardwood	4
Pipestone	PIPE27	1	5/26/2017	Hardwood	5
Pipestone	PIPE27	1	5/26/2017	Total	5
Pipestone	PIPE28	1	5/16/2009	Hardwood	11
Pipestone	PIPE28	1	5/24/2022	Hardwood	12
Pipestone	PIPE28	1	5/26/2017	Hardwood	10
Pipestone	PIPE28	1	5/26/2017	Total	10
Pipestone	PIPE29	1	5/23/2022	Hardwood	1
Pipestone	PIPE29	1	5/26/2017	Hardwood	2
Pipestone	PIPE29	1	5/26/2017	Total	2
Pipestone	PIPE3	1	5/26/2017	Total	0
Pipestone	PIPE30	1	5/26/2017	Total	0
Pipestone	PIPE31	1	5/26/2017	Total	0
Pipestone	PIPE32	1	5/26/2017	Total	1
Pipestone	PIPE33	1	5/14/2009	Hardwood	1
Pipestone	PIPE33	1	5/26/2017	Total	0
Pipestone	PIPE34	1	5/23/2022	Hardwood	1
Pipestone	PIPE34	1	5/26/2017	Hardwood	1
Pipestone	PIPE34	1	5/26/2017	Total	1
Pipestone	PIPE35	1	5/26/2017	Total	0
Pipestone	PIPE36	1	5/26/2017	Total	0
Pipestone	PIPE37	1	5/26/2017	Total	0
Pipestone	PIPE38	1	5/26/2017	Total	0
Pipestone	PIPE39	1	5/14/2009	Hardwood	2
Pipestone	PIPE39	1	5/24/2022	Hardwood	1
Pipestone	PIPE39	1	5/26/2017	Hardwood	2
Pipestone	PIPE39	1	5/26/2017	Total	2
Pipestone	PIPE4	1	5/15/2009	Hardwood	2
Pipestone	PIPE4	1	5/23/2022	Hardwood	2
Pipestone	PIPE4	1	5/26/2017	Hardwood	5
Pipestone	PIPE4	1	5/26/2017	Total	5
Pipestone	PIPE40	1	5/15/2013	Hardwood	3
Pipestone	PIPE40	1	5/24/2022	Hardwood	4
Pipestone	PIPE40	1	5/26/2017	Hardwood	2
Pipestone	PIPE40	1	5/26/2017	Total	2
Pipestone	PIPE41	1	5/26/2017	Total	0
Pipestone	PIPE42	1	5/26/2017	Total	0
Pipestone	PIPE43	1	5/26/2017	Total	0
Pipestone	PIPE44	1	5/26/2017	Total	0
Pipestone	PIPE45	1	5/26/2017	Total	0
Pipestone	PIPE46	1	5/26/2017	Total	0
Pipestone	PIPE47	1	5/26/2017	Total	0
Pipestone	PIPE48	1	5/26/2017	Total	0
Pipestone	PIPE49	1	5/26/2017	Total	0
Pipestone	PIPE5	1	5/26/2017	Total	0
Pipestone	PIPE50	1	5/26/2017	Total	0
Pipestone	PIPE51	1	5/26/2017	Total	0
Pipestone	PIPE52	1	5/26/2017	Total	0
Pipestone	PIPE53	1	5/26/2017	Total	0
Pipestone	PIPE54	1	5/26/2017	Total	0
Pipestone	PIPE55	1	5/26/2017	Total	0
Pipestone	PIPE56	1	5/26/2017	Total	0
Pipestone	PIPE57	1	5/26/2017	Total	0
Pipestone	PIPE58	1	5/14/2009	Hardwood	7
Pipestone	PIPE58	1	5/15/2013	Hardwood	2
Pipestone	PIPE58	1	5/23/2022	Hardwood	7
Pipestone	PIPE58	1	5/26/2017	Hardwood	4
Pipestone	PIPE58	1	5/26/2017	Total	4
Pipestone	PIPE59	1	5/26/2017	Total	0
Pipestone	PIPE6	1	5/26/2017	Total	0
Pipestone	PIPE60	1	5/26/2017	Total	0
Pipestone	PIPE61	1	5/26/2017	Total	0
Pipestone	PIPE62	1	5/26/2017	Total	0
Pipestone	PIPE63	1	5/26/2017	Total	0
Pipestone	PIPE64	1	5/26/2017	Total	0
Pipestone	PIPE65	1	5/26/2017	Total	0
Pipestone	PIPE66	1	5/26/2017	Total	0
Pipestone	PIPE67	1	5/26/2017	Total	0
Pipestone	PIPE68	1	5/26/2017	Total	0
Pipestone	PIPE7	1	5/26/2017	Total	0
Pipestone	PIPE8	1	5/26/2017	Total	0
Pipestone	PIPE9	1	5/15/2009	Hardwood	11
Pipestone	PIPE9	1	5/23/2022	Hardwood	20
Pipestone	PIPE9	1	5/26/2017	Hardwood	13
Pipestone	PIPE9	1	5/26/2017	Total	13
Tallgrass Prairie	TAPR114	1	5/15/2010	Hardwood	1
Tallgrass Prairie	TAPR114	1	5/21/2002	Hardwood	2
Tallgrass Prairie	TAPR114	1	5/21/2005	Hardwood	1
Tallgrass Prairie	TAPR114	1	5/23/2018	Hardwood	2
Tallgrass Prairie	TAPR128	3	5/16/2006	Hardwood	1
Tallgrass Prairie	TAPR130	1	5/22/2018	Hardwood	1
Tallgrass Prairie	TAPR130	3	6/14/2002	Hardwood	1
Tallgrass Prairie	TAPR139	2	6/8/2001	Hardwood	4
Tallgrass Prairie	TAPR139	2	6/13/2002	Hardwood	4
Tallgrass Prairie	TAPR139	2	5/23/2005	Hardwood	2
Tallgrass Prairie	TAPR159	1	6/4/2008	Hardwood	7
Tallgrass Prairie	TAPR159	1	5/19/2005	Hardwood	3
Tallgrass Prairie	TAPR159	1	5/20/2006	Hardwood	7
Tallgrass Prairie	TAPR159	1	5/20/2014	Hardwood	9
Tallgrass Prairie	TAPR159	1	5/21/2007	Hardwood	5
Tallgrass Prairie	TAPR159	1	5/22/2010	Hardwood	8
Tallgrass Prairie	TAPR159	1	5/25/2001	Hardwood	4
Tallgrass Prairie	TAPR159	1	5/25/2004	Hardwood	2
Tallgrass Prairie	TAPR159	1	5/25/2018	Hardwood	10
Tallgrass Prairie	TAPR159	1	5/30/2002	Hardwood	4
Tallgrass Prairie	TAPR159	2	5/20/2006	Hardwood	1
Tallgrass Prairie	TAPR159	2	5/25/2004	Hardwood	1
Tallgrass Prairie	TAPR159	3	5/19/2005	Hardwood	13
Tallgrass Prairie	TAPR159	3	5/20/2006	Hardwood	12
Tallgrass Prairie	TAPR159	3	5/25/2001	Hardwood	10
Tallgrass Prairie	TAPR159	3	5/25/2004	Hardwood	9
Tallgrass Prairie	TAPR159	3	5/30/2002	Hardwood	15
Tallgrass Prairie	TAPR159	4	5/19/2005	Hardwood	7
Tallgrass Prairie	TAPR159	4	5/20/2006	Hardwood	8
Tallgrass Prairie	TAPR159	4	5/25/2001	Hardwood	6
Tallgrass Prairie	TAPR159	4	5/25/2004	Hardwood	2
Tallgrass Prairie	TAPR159	4	5/30/2002	Hardwood	7
Tallgrass Prairie	TAPR160	1	6/4/2008	Hardwood	4
Tallgrass Prairie	TAPR160	1	5/19/2005	Hardwood	6
Tallgrass Prairie	TAPR160	1	5/19/2014	Hardwood	4
Tallgrass Prairie	TAPR160	1	5/20/2006	Hardwood	6
Tallgrass Prairie	TAPR160	1	5/21/2007	Hardwood	2
Tallgrass Prairie	TAPR160	1	5/22/2010	Hardwood	7
Tallgrass Prairie	TAPR160	1	5/24/2001	Hardwood	5
Tallgrass Prairie	TAPR160	1	5/25/2004	Hardwood	1
Tallgrass Prairie	TAPR160	1	5/25/2018	Hardwood	10
Tallgrass Prairie	TAPR160	1	5/30/2002	Hardwood	5
Tallgrass Prairie	TAPR160	2	5/19/2005	Hardwood	4
Tallgrass Prairie	TAPR160	2	5/20/2006	Hardwood	4
Tallgrass Prairie	TAPR160	2	5/24/2001	Hardwood	3
Tallgrass Prairie	TAPR160	2	5/30/2002	Hardwood	2
Tallgrass Prairie	TAPR160	3	5/19/2005	Hardwood	7
Tallgrass Prairie	TAPR160	3	5/20/2006	Hardwood	4
Tallgrass Prairie	TAPR160	3	5/24/2001	Hardwood	5
Tallgrass Prairie	TAPR160	3	5/25/2004	Hardwood	5
Tallgrass Prairie	TAPR160	3	5/30/2002	Hardwood	3
Tallgrass Prairie	TAPR160	4	5/19/2005	Hardwood	3
Tallgrass Prairie	TAPR160	4	5/20/2006	Hardwood	5
Tallgrass Prairie	TAPR160	4	5/24/2001	Hardwood	3
Tallgrass Prairie	TAPR160	4	5/25/2004	Hardwood	8
Tallgrass Prairie	TAPR161	1	6/4/2008	Hardwood	1
Tallgrass Prairie	TAPR161	1	5/19/2005	Hardwood	1
Tallgrass Prairie	TAPR161	1	5/20/2006	Hardwood	1
Tallgrass Prairie	TAPR161	1	5/20/2014	Hardwood	2
Tallgrass Prairie	TAPR161	1	5/21/2007	Hardwood	1
Tallgrass Prairie	TAPR161	1	5/22/2010	Hardwood	2
Tallgrass Prairie	TAPR161	1	5/24/2001	Hardwood	1
Tallgrass Prairie	TAPR161	1	5/25/2004	Hardwood	1
Tallgrass Prairie	TAPR161	1	5/25/2018	Hardwood	2
Tallgrass Prairie	TAPR161	4	5/19/2005	Hardwood	4
Tallgrass Prairie	TAPR161	4	5/20/2006	Hardwood	4
Tallgrass Prairie	TAPR161	4	5/24/2001	Hardwood	6
Tallgrass Prairie	TAPR161	4	5/25/2004	Hardwood	4
Tallgrass Prairie	TAPR161	4	5/29/2002	Hardwood	5
Tallgrass Prairie	TAPR162	1	6/4/2008	Hardwood	4
Tallgrass Prairie	TAPR162	1	5/19/2005	Hardwood	5
Tallgrass Prairie	TAPR162	1	5/20/2014	Hardwood	5
Tallgrass Prairie	TAPR162	1	5/21/2007	Hardwood	2
Tallgrass Prairie	TAPR162	1	5/22/2006	Hardwood	5
Tallgrass Prairie	TAPR162	1	5/22/2010	Hardwood	3
Tallgrass Prairie	TAPR162	1	5/24/2001	Hardwood	3
Tallgrass Prairie	TAPR162	1	5/25/2004	Hardwood	2
Tallgrass Prairie	TAPR162	1	5/25/2018	Hardwood	12
Tallgrass Prairie	TAPR162	1	5/30/2002	Hardwood	5
Tallgrass Prairie	TAPR162	2	5/19/2005	Hardwood	1
Tallgrass Prairie	TAPR162	2	5/24/2001	Hardwood	1
Tallgrass Prairie	TAPR162	2	5/30/2002	Hardwood	2
Tallgrass Prairie	TAPR162	3	5/19/2005	Hardwood	12
Tallgrass Prairie	TAPR162	3	5/22/2006	Hardwood	5
Tallgrass Prairie	TAPR162	3	5/25/2004	Hardwood	9
Tallgrass Prairie	TAPR162	4	5/19/2005	Hardwood	4
Tallgrass Prairie	TAPR162	4	5/22/2006	Hardwood	5
Tallgrass Prairie	TAPR162	4	5/24/2001	Hardwood	7
Tallgrass Prairie	TAPR162	4	5/25/2004	Hardwood	4
Tallgrass Prairie	TAPR162	4	5/30/2002	Hardwood	7
Tallgrass Prairie	TAPR163	1	6/3/2002	Hardwood	4
Tallgrass Prairie	TAPR163	1	6/4/2008	Hardwood	3
Tallgrass Prairie	TAPR163	1	5/19/2005	Hardwood	2
Tallgrass Prairie	TAPR163	1	5/20/2014	Hardwood	2
Tallgrass Prairie	TAPR163	1	5/21/2007	Hardwood	3
Tallgrass Prairie	TAPR163	1	5/22/2006	Hardwood	2
Tallgrass Prairie	TAPR163	1	5/22/2010	Hardwood	2
Tallgrass Prairie	TAPR163	1	5/24/2001	Hardwood	3
Tallgrass Prairie	TAPR163	1	5/25/2004	Hardwood	2
Tallgrass Prairie	TAPR163	1	5/25/2018	Hardwood	6
Tallgrass Prairie	TAPR163	2	6/3/2002	Hardwood	7
Tallgrass Prairie	TAPR163	2	5/19/2005	Hardwood	9
Tallgrass Prairie	TAPR163	2	5/22/2006	Hardwood	11
Tallgrass Prairie	TAPR163	2	5/24/2001	Hardwood	7
Tallgrass Prairie	TAPR163	2	5/25/2004	Hardwood	6
Tallgrass Prairie	TAPR163	4	6/3/2002	Hardwood	9
Tallgrass Prairie	TAPR163	4	5/19/2005	Hardwood	7
Tallgrass Prairie	TAPR163	4	5/22/2006	Hardwood	5
Tallgrass Prairie	TAPR163	4	5/24/2001	Hardwood	7
Tallgrass Prairie	TAPR164	1	6/1/2002	Hardwood	10
Tallgrass Prairie	TAPR164	1	6/5/2008	Hardwood	10
Tallgrass Prairie	TAPR164	1	6/7/2001	Hardwood	10
Tallgrass Prairie	TAPR164	1	5/17/2005	Hardwood	9
Tallgrass Prairie	TAPR164	1	5/17/2007	Hardwood	9
Tallgrass Prairie	TAPR164	1	5/17/2014	Hardwood	5
Tallgrass Prairie	TAPR164	1	5/18/2006	Hardwood	12
Tallgrass Prairie	TAPR164	1	5/22/2018	Hardwood	10
Tallgrass Prairie	TAPR164	1	5/23/2010	Hardwood	13
Tallgrass Prairie	TAPR164	2	6/1/2002	Hardwood	5
Tallgrass Prairie	TAPR164	2	6/7/2001	Hardwood	5
Tallgrass Prairie	TAPR164	2	5/17/2005	Hardwood	3
Tallgrass Prairie	TAPR164	2	5/18/2006	Hardwood	3
Tallgrass Prairie	TAPR165	1	6/1/2002	Hardwood	9
Tallgrass Prairie	TAPR165	1	6/5/2008	Hardwood	13
Tallgrass Prairie	TAPR165	1	6/7/2001	Hardwood	6
Tallgrass Prairie	TAPR165	1	5/17/2007	Hardwood	11
Tallgrass Prairie	TAPR165	1	5/17/2014	Hardwood	8
Tallgrass Prairie	TAPR165	1	5/18/2006	Hardwood	9
Tallgrass Prairie	TAPR165	1	5/20/2005	Hardwood	14
Tallgrass Prairie	TAPR165	1	5/22/2018	Hardwood	16
Tallgrass Prairie	TAPR165	1	5/23/2010	Hardwood	15
Tallgrass Prairie	TAPR166	1	6/1/2002	Hardwood	8
Tallgrass Prairie	TAPR166	1	6/5/2008	Hardwood	8
Tallgrass Prairie	TAPR166	1	6/7/2001	Hardwood	8
Tallgrass Prairie	TAPR166	1	5/17/2007	Hardwood	8
Tallgrass Prairie	TAPR166	1	5/17/2014	Hardwood	9
Tallgrass Prairie	TAPR166	1	5/18/2006	Hardwood	8
Tallgrass Prairie	TAPR166	1	5/20/2005	Hardwood	7
Tallgrass Prairie	TAPR166	1	5/22/2018	Hardwood	8
Tallgrass Prairie	TAPR166	1	5/23/2010	Hardwood	10
Tallgrass Prairie	TAPR166	1	5/24/2004	Hardwood	4
Tallgrass Prairie	TAPR166	2	6/1/2002	Hardwood	10
Tallgrass Prairie	TAPR166	2	6/7/2001	Hardwood	9
Tallgrass Prairie	TAPR166	2	5/18/2006	Hardwood	8
Tallgrass Prairie	TAPR166	2	5/20/2005	Hardwood	10
Tallgrass Prairie	TAPR166	2	5/24/2004	Hardwood	10
Tallgrass Prairie	TAPR167	1	6/1/2002	Hardwood	14
Tallgrass Prairie	TAPR167	1	6/5/2008	Hardwood	14
Tallgrass Prairie	TAPR167	1	6/7/2001	Hardwood	12
Tallgrass Prairie	TAPR167	1	5/17/2007	Hardwood	13
Tallgrass Prairie	TAPR167	1	5/17/2014	Hardwood	10
Tallgrass Prairie	TAPR167	1	5/18/2006	Hardwood	12
Tallgrass Prairie	TAPR167	1	5/20/2005	Hardwood	14
Tallgrass Prairie	TAPR167	1	5/22/2018	Hardwood	14
Tallgrass Prairie	TAPR167	1	5/24/2004	Hardwood	10
Tallgrass Prairie	TAPR167	1	5/24/2010	Hardwood	13
Tallgrass Prairie	TAPR168	1	6/1/2002	Hardwood	8
Tallgrass Prairie	TAPR168	1	6/5/2008	Hardwood	11
Tallgrass Prairie	TAPR168	1	6/7/2001	Hardwood	10
Tallgrass Prairie	TAPR168	1	5/17/2014	Hardwood	11
Tallgrass Prairie	TAPR168	1	5/18/2006	Hardwood	14
Tallgrass Prairie	TAPR168	1	5/20/2005	Hardwood	10
Tallgrass Prairie	TAPR168	1	5/22/2007	Hardwood	12
Tallgrass Prairie	TAPR168	1	5/22/2018	Hardwood	13
Tallgrass Prairie	TAPR168	1	5/24/2004	Hardwood	9
Tallgrass Prairie	TAPR168	1	5/24/2010	Hardwood	13
Tallgrass Prairie	TAPR168	4	6/1/2002	Hardwood	12
Tallgrass Prairie	TAPR168	4	6/7/2001	Hardwood	11
Tallgrass Prairie	TAPR168	4	5/18/2006	Hardwood	5
Tallgrass Prairie	TAPR168	4	5/20/2005	Hardwood	18
Tallgrass Prairie	TAPR168	4	5/24/2004	Hardwood	7
Tallgrass Prairie	TAPR169	1	6/1/2002	Hardwood	7
Tallgrass Prairie	TAPR169	1	6/5/2008	Hardwood	8
Tallgrass Prairie	TAPR169	1	6/7/2001	Hardwood	10
Tallgrass Prairie	TAPR169	1	5/17/2014	Hardwood	9
Tallgrass Prairie	TAPR169	1	5/18/2006	Hardwood	9
Tallgrass Prairie	TAPR169	1	5/20/2005	Hardwood	12
Tallgrass Prairie	TAPR169	1	5/22/2007	Hardwood	12
Tallgrass Prairie	TAPR169	1	5/22/2018	Hardwood	19
Tallgrass Prairie	TAPR169	1	5/24/2010	Hardwood	11
Tallgrass Prairie	TAPR169	1	5/26/2004	Hardwood	11
Tallgrass Prairie	TAPR169	4	6/1/2002	Hardwood	4
Tallgrass Prairie	TAPR169	4	6/7/2001	Hardwood	12
Tallgrass Prairie	TAPR169	4	5/18/2006	Hardwood	11
Tallgrass Prairie	TAPR169	4	5/20/2005	Hardwood	18
Tallgrass Prairie	TAPR169	4	5/26/2004	Hardwood	13
Tallgrass Prairie	TAPR170	1	6/1/2002	Hardwood	8
Tallgrass Prairie	TAPR170	1	6/5/2008	Hardwood	10
Tallgrass Prairie	TAPR170	1	6/7/2001	Hardwood	17
Tallgrass Prairie	TAPR170	1	5/17/2014	Hardwood	10
Tallgrass Prairie	TAPR170	1	5/18/2006	Hardwood	10
Tallgrass Prairie	TAPR170	1	5/20/2005	Hardwood	13
Tallgrass Prairie	TAPR170	1	5/22/2007	Hardwood	11
Tallgrass Prairie	TAPR170	1	5/22/2018	Hardwood	11
Tallgrass Prairie	TAPR170	1	5/24/2010	Hardwood	10
Tallgrass Prairie	TAPR170	1	5/26/2004	Hardwood	11
Tallgrass Prairie	TAPR170	3	5/20/2005	Hardwood	7
Tallgrass Prairie	TAPR170	3	5/26/2004	Hardwood	1
Tallgrass Prairie	TAPR170	4	6/1/2002	Hardwood	12
Tallgrass Prairie	TAPR170	4	6/7/2001	Hardwood	12
Tallgrass Prairie	TAPR170	4	5/18/2006	Hardwood	7
Tallgrass Prairie	TAPR170	4	5/20/2005	Hardwood	13
Tallgrass Prairie	TAPR170	4	5/26/2004	Hardwood	1
Tallgrass Prairie	TAPR171	1	6/1/2002	Hardwood	11
Tallgrass Prairie	TAPR171	1	6/5/2008	Hardwood	11
Tallgrass Prairie	TAPR171	1	6/7/2001	Hardwood	12
Tallgrass Prairie	TAPR171	1	5/17/2014	Hardwood	11
Tallgrass Prairie	TAPR171	1	5/18/2006	Hardwood	15
Tallgrass Prairie	TAPR171	1	5/20/2005	Hardwood	16
Tallgrass Prairie	TAPR171	1	5/21/2018	Hardwood	12
Tallgrass Prairie	TAPR171	1	5/22/2007	Hardwood	12
Tallgrass Prairie	TAPR171	1	5/24/2010	Hardwood	17
Tallgrass Prairie	TAPR171	1	5/27/2004	Hardwood	9
Tallgrass Prairie	TAPR172	1	6/5/2008	Hardwood	10
Tallgrass Prairie	TAPR172	1	6/7/2001	Hardwood	12
Tallgrass Prairie	TAPR172	1	5/17/2014	Hardwood	8
Tallgrass Prairie	TAPR172	1	5/18/2006	Hardwood	9
Tallgrass Prairie	TAPR172	1	5/18/2007	Hardwood	12
