ParkUnit	Plot	SubPlot	EventDate	CanopyType	CanopyCount
Tallgrass Prairie	TAPR172	1	5/20/2005	Hardwood	8
Tallgrass Prairie	TAPR172	1	5/21/2018	Hardwood	16
Tallgrass Prairie	TAPR172	1	5/24/2010	Hardwood	10
Tallgrass Prairie	TAPR172	1	5/27/2004	Hardwood	11
Tallgrass Prairie	TAPR172	1	5/31/2002	Hardwood	12
Tallgrass Prairie	TAPR172	3	6/7/2001	Hardwood	5
Tallgrass Prairie	TAPR172	3	5/18/2006	Hardwood	6
Tallgrass Prairie	TAPR172	3	5/20/2005	Hardwood	11
Tallgrass Prairie	TAPR172	3	5/31/2002	Hardwood	8
Tallgrass Prairie	TAPR172	4	6/7/2001	Hardwood	3
Tallgrass Prairie	TAPR172	4	5/18/2006	Hardwood	20
Tallgrass Prairie	TAPR172	4	5/20/2005	Hardwood	8
Tallgrass Prairie	TAPR172	4	5/31/2002	Hardwood	11
Tallgrass Prairie	TAPR173	1	6/5/2008	Hardwood	13
Tallgrass Prairie	TAPR173	1	6/9/2001	Hardwood	10
Tallgrass Prairie	TAPR173	1	5/17/2014	Hardwood	8
Tallgrass Prairie	TAPR173	1	5/18/2006	Hardwood	16
Tallgrass Prairie	TAPR173	1	5/18/2007	Hardwood	12
Tallgrass Prairie	TAPR173	1	5/20/2005	Hardwood	11
Tallgrass Prairie	TAPR173	1	5/21/2018	Hardwood	12
Tallgrass Prairie	TAPR173	1	5/24/2010	Hardwood	15
Tallgrass Prairie	TAPR173	1	5/27/2004	Hardwood	7
Tallgrass Prairie	TAPR173	1	5/31/2002	Hardwood	7
Tallgrass Prairie	TAPR173	2	6/9/2001	Hardwood	14
Tallgrass Prairie	TAPR173	2	5/18/2006	Hardwood	9
Tallgrass Prairie	TAPR173	2	5/20/2005	Hardwood	18
Tallgrass Prairie	TAPR173	2	5/27/2004	Hardwood	8
Tallgrass Prairie	TAPR173	2	5/31/2002	Hardwood	7
Tallgrass Prairie	TAPR173	4	6/9/2001	Hardwood	8
Tallgrass Prairie	TAPR173	4	5/20/2005	Hardwood	5
Tallgrass Prairie	TAPR174	1	6/5/2008	Hardwood	9
Tallgrass Prairie	TAPR174	1	6/9/2001	Hardwood	9
Tallgrass Prairie	TAPR174	1	5/13/2004	Hardwood	12
Tallgrass Prairie	TAPR174	1	5/15/2010	Hardwood	9
Tallgrass Prairie	TAPR174	1	5/17/2014	Hardwood	10
Tallgrass Prairie	TAPR174	1	5/18/2007	Hardwood	9
Tallgrass Prairie	TAPR174	1	5/20/2005	Hardwood	11
Tallgrass Prairie	TAPR174	1	5/21/2018	Hardwood	11
Tallgrass Prairie	TAPR174	1	5/22/2006	Hardwood	10
Tallgrass Prairie	TAPR174	1	5/31/2002	Hardwood	4
Tallgrass Prairie	TAPR174	2	6/9/2001	Hardwood	6
Tallgrass Prairie	TAPR174	2	5/13/2004	Hardwood	5
Tallgrass Prairie	TAPR174	2	5/20/2005	Hardwood	11
Tallgrass Prairie	TAPR174	2	5/22/2006	Hardwood	9
Tallgrass Prairie	TAPR174	2	5/31/2002	Hardwood	9
Tallgrass Prairie	TAPR175	1	6/5/2008	Hardwood	2
Tallgrass Prairie	TAPR175	1	6/8/2001	Hardwood	3
Tallgrass Prairie	TAPR175	1	5/13/2004	Hardwood	3
Tallgrass Prairie	TAPR175	1	5/15/2010	Hardwood	4
Tallgrass Prairie	TAPR175	1	5/17/2014	Hardwood	7
Tallgrass Prairie	TAPR175	1	5/18/2005	Hardwood	3
Tallgrass Prairie	TAPR175	1	5/18/2007	Hardwood	3
Tallgrass Prairie	TAPR175	1	5/22/2006	Hardwood	2
Tallgrass Prairie	TAPR175	1	5/22/2018	Hardwood	6
Tallgrass Prairie	TAPR175	1	5/31/2002	Hardwood	6
Tallgrass Prairie	TAPR175	2	6/8/2001	Hardwood	9
Tallgrass Prairie	TAPR175	2	5/13/2004	Hardwood	6
Tallgrass Prairie	TAPR175	2	5/18/2005	Hardwood	7
Tallgrass Prairie	TAPR175	2	5/22/2006	Hardwood	6
Tallgrass Prairie	TAPR175	2	5/31/2002	Hardwood	5
Tallgrass Prairie	TAPR175	4	6/8/2001	Hardwood	6
Tallgrass Prairie	TAPR175	4	5/13/2004	Hardwood	6
Tallgrass Prairie	TAPR175	4	5/18/2005	Hardwood	7
Tallgrass Prairie	TAPR175	4	5/22/2006	Hardwood	5
Tallgrass Prairie	TAPR175	4	5/31/2002	Hardwood	6
Tallgrass Prairie	TAPR176	1	6/4/2008	Hardwood	9
Tallgrass Prairie	TAPR176	1	5/19/2005	Hardwood	8
Tallgrass Prairie	TAPR176	1	5/20/2006	Hardwood	11
Tallgrass Prairie	TAPR176	1	5/20/2014	Hardwood	10
Tallgrass Prairie	TAPR176	1	5/21/2007	Hardwood	6
Tallgrass Prairie	TAPR176	1	5/22/2010	Hardwood	10
Tallgrass Prairie	TAPR176	1	5/25/2001	Hardwood	6
Tallgrass Prairie	TAPR176	1	5/25/2004	Hardwood	7
Tallgrass Prairie	TAPR176	1	5/25/2018	Hardwood	14
Tallgrass Prairie	TAPR176	1	5/30/2002	Hardwood	9
Tallgrass Prairie	TAPR176	2	5/19/2005	Hardwood	8
Tallgrass Prairie	TAPR176	2	5/20/2006	Hardwood	6
Tallgrass Prairie	TAPR176	2	5/25/2001	Hardwood	4
Tallgrass Prairie	TAPR176	2	5/25/2004	Hardwood	5
Tallgrass Prairie	TAPR176	2	5/30/2002	Hardwood	6
Tallgrass Prairie	TAPR176	4	5/30/2002	Hardwood	1
Tallgrass Prairie	TAPR179	1	5/25/2018	Hardwood	2
Tallgrass Prairie	TAPR179	3	5/30/2002	Hardwood	12
Tallgrass Prairie	TAPR191	1	5/26/2018	Hardwood	1
Tallgrass Prairie	TAPR2	1	6/4/2008	Hardwood	2
Tallgrass Prairie	TAPR2	1	5/19/2014	Hardwood	1
Tallgrass Prairie	TAPR2	1	5/21/2010	Hardwood	1
Tallgrass Prairie	TAPR2	1	5/25/2001	Hardwood	3
Tallgrass Prairie	TAPR2	1	5/25/2018	Hardwood	3
Tallgrass Prairie	TAPR2	1	5/30/2002	Hardwood	2
Tallgrass Prairie	TAPR2	2	5/25/2001	Hardwood	4
Tallgrass Prairie	TAPR2	2	5/30/2002	Hardwood	10
Tallgrass Prairie	TAPR217	1	5/15/2010	Hardwood	1
Tallgrass Prairie	TAPR217	1	5/22/2018	Hardwood	1
Tallgrass Prairie	TAPR226	4	5/28/2002	Hardwood	2
Tallgrass Prairie	TAPR233	1	6/14/2002	Hardwood	1
Tallgrass Prairie	TAPR233	1	5/17/2014	Hardwood	1
Tallgrass Prairie	TAPR233	1	5/22/2018	Hardwood	2
Tallgrass Prairie	TAPR233	1	5/23/2005	Hardwood	1
Tallgrass Prairie	TAPR233	1	5/23/2010	Hardwood	1
Tallgrass Prairie	TAPR233	2	5/23/2005	Hardwood	1
Tallgrass Prairie	TAPR237	3	6/14/2002	Hardwood	2
Tallgrass Prairie	TAPR248	1	5/17/2006	Hardwood	1
Tallgrass Prairie	TAPR254	2	6/14/2002	Hardwood	10
Tallgrass Prairie	TAPR260	1	6/12/2002	Hardwood	4
Tallgrass Prairie	TAPR260	1	5/17/2006	Hardwood	5
Tallgrass Prairie	TAPR260	2	6/12/2002	Hardwood	4
Tallgrass Prairie	TAPR260	2	5/17/2006	Hardwood	4
Tallgrass Prairie	TAPR88	1	5/21/2018	Hardwood	1
Wilson's Creek	WICR1	1	6/8/2020	Conifer	0
Wilson's Creek	WICR1	1	6/8/2020	Hardwood	0
Wilson's Creek	WICR1	1	5/18/2016	Total	0
Wilson's Creek	WICR10	1	6/1/2012	Conifer	3
Wilson's Creek	WICR10	1	6/1/2012	Hardwood	8
Wilson's Creek	WICR10	1	6/9/2020	Conifer	4
Wilson's Creek	WICR10	1	6/9/2020	Hardwood	7
Wilson's Creek	WICR10	1	5/19/2016	Conifer	3
Wilson's Creek	WICR10	1	5/19/2016	Hardwood	7
Wilson's Creek	WICR10	1	5/19/2016	Total	10
Wilson's Creek	WICR10	1	5/22/2008	Conifer	2
Wilson's Creek	WICR10	1	5/22/2008	Hardwood	4
Wilson's Creek	WICR11	1	6/10/2020	Conifer	0
Wilson's Creek	WICR11	1	6/10/2020	Hardwood	11
Wilson's Creek	WICR11	1	5/20/2008	Hardwood	8
Wilson's Creek	WICR11	1	5/20/2016	Hardwood	8
Wilson's Creek	WICR11	1	5/20/2016	Total	8
Wilson's Creek	WICR11	1	5/29/2012	Hardwood	8
Wilson's Creek	WICR12	1	6/1/2012	Conifer	1
Wilson's Creek	WICR12	1	6/1/2012	Hardwood	1
Wilson's Creek	WICR12	1	6/9/2020	Conifer	1
Wilson's Creek	WICR12	1	6/9/2020	Hardwood	1
Wilson's Creek	WICR12	1	5/19/2016	Conifer	1
Wilson's Creek	WICR12	1	5/19/2016	Hardwood	1
Wilson's Creek	WICR12	1	5/19/2016	Total	2
Wilson's Creek	WICR12	1	5/22/2008	Conifer	1
Wilson's Creek	WICR12	1	5/22/2008	Hardwood	1
Wilson's Creek	WICR14	1	6/10/2020	Conifer	0
Wilson's Creek	WICR14	1	6/10/2020	Hardwood	2
Wilson's Creek	WICR14	1	5/19/2016	Hardwood	1
Wilson's Creek	WICR14	1	5/19/2016	Total	1
Wilson's Creek	WICR15	1	6/1/2012	Hardwood	8
Wilson's Creek	WICR15	1	6/9/2020	Conifer	2
Wilson's Creek	WICR15	1	6/9/2020	Hardwood	6
Wilson's Creek	WICR15	1	5/19/2016	Hardwood	12
Wilson's Creek	WICR15	1	5/19/2016	Total	12
Wilson's Creek	WICR15	1	5/22/2008	Hardwood	5
Wilson's Creek	WICR16	1	6/10/2020	Conifer	0
Wilson's Creek	WICR16	1	6/10/2020	Hardwood	6
Wilson's Creek	WICR16	1	5/20/2008	Hardwood	3
Wilson's Creek	WICR16	1	5/20/2016	Hardwood	6
Wilson's Creek	WICR16	1	5/20/2016	Total	6
Wilson's Creek	WICR16	1	5/30/2012	Hardwood	3
Wilson's Creek	WICR17	1	6/9/2020	Conifer	0
Wilson's Creek	WICR17	1	6/9/2020	Hardwood	0
Wilson's Creek	WICR17	1	5/19/2016	Total	0
Wilson's Creek	WICR18	1	6/10/2020	Conifer	0
Wilson's Creek	WICR18	1	6/10/2020	Hardwood	0
Wilson's Creek	WICR18	1	5/20/2016	Total	0
Wilson's Creek	WICR19	1	6/10/2020	Conifer	0
Wilson's Creek	WICR19	1	6/10/2020	Hardwood	7
Wilson's Creek	WICR19	1	5/19/2016	Hardwood	14
Wilson's Creek	WICR19	1	5/19/2016	Total	14
Wilson's Creek	WICR19	1	5/21/2008	Hardwood	14
Wilson's Creek	WICR19	1	5/31/2012	Hardwood	12
Wilson's Creek	WICR2	1	6/8/2020	Conifer	0
Wilson's Creek	WICR2	1	6/8/2020	Hardwood	11
Wilson's Creek	WICR2	1	5/19/2016	Hardwood	5
Wilson's Creek	WICR2	1	5/19/2016	Total	5
Wilson's Creek	WICR2	1	5/20/2008	Hardwood	8
Wilson's Creek	WICR2	1	5/31/2012	Hardwood	10
Wilson's Creek	WICR20	1	6/9/2020	Conifer	0
Wilson's Creek	WICR20	1	6/9/2020	Hardwood	0
Wilson's Creek	WICR20	1	5/19/2016	Total	0
Wilson's Creek	WICR21	1	6/10/2020	Conifer	0
Wilson's Creek	WICR21	1	6/10/2020	Hardwood	6
Wilson's Creek	WICR21	1	5/19/2016	Hardwood	4
Wilson's Creek	WICR21	1	5/19/2016	Total	4
Wilson's Creek	WICR21	1	5/21/2008	Hardwood	4
Wilson's Creek	WICR21	1	5/29/2012	Hardwood	6
Wilson's Creek	WICR22	1	6/9/2020	Conifer	0
Wilson's Creek	WICR22	1	6/9/2020	Hardwood	0
Wilson's Creek	WICR22	1	5/19/2016	Total	0
Wilson's Creek	WICR23	1	6/8/2020	Conifer	0
Wilson's Creek	WICR23	1	6/8/2020	Hardwood	0
Wilson's Creek	WICR23	1	5/19/2016	Total	0
Wilson's Creek	WICR24	1	6/11/2020	Conifer	0
Wilson's Creek	WICR24	1	6/11/2020	Hardwood	7
Wilson's Creek	WICR24	1	5/19/2016	Conifer	1
Wilson's Creek	WICR24	1	5/19/2016	Hardwood	11
Wilson's Creek	WICR24	1	5/19/2016	Total	12
Wilson's Creek	WICR24	1	5/21/2008	Hardwood	8
Wilson's Creek	WICR24	1	5/30/2012	Conifer	1
Wilson's Creek	WICR24	1	5/30/2012	Hardwood	11
Wilson's Creek	WICR25	1	6/9/2020	Conifer	0
Wilson's Creek	WICR25	1	6/9/2020	Hardwood	8
Wilson's Creek	WICR25	1	5/22/2008	Hardwood	5
Wilson's Creek	WICR25	1	5/31/2012	Hardwood	10
Wilson's Creek	WICR26	1	6/10/2020	Conifer	0
Wilson's Creek	WICR26	1	6/10/2020	Hardwood	14
Wilson's Creek	WICR26	1	5/19/2016	Hardwood	13
Wilson's Creek	WICR26	1	5/19/2016	Total	13
Wilson's Creek	WICR26	1	5/21/2008	Hardwood	7
Wilson's Creek	WICR26	1	5/29/2012	Hardwood	8
Wilson's Creek	WICR27	1	6/10/2020	Conifer	0
Wilson's Creek	WICR27	1	6/10/2020	Hardwood	11
Wilson's Creek	WICR27	1	5/19/2016	Conifer	1
Wilson's Creek	WICR27	1	5/19/2016	Hardwood	12
Wilson's Creek	WICR27	1	5/19/2016	Total	13
Wilson's Creek	WICR27	1	5/22/2008	Conifer	1
Wilson's Creek	WICR27	1	5/22/2008	Hardwood	7
Wilson's Creek	WICR27	1	5/30/2012	Hardwood	21
Wilson's Creek	WICR28	1	5/19/2016	Hardwood	2
Wilson's Creek	WICR28	1	5/19/2016	Total	2
Wilson's Creek	WICR28	1	5/21/2008	Hardwood	3
Wilson's Creek	WICR28	1	5/29/2012	Hardwood	9
Wilson's Creek	WICR29	1	6/11/2020	Conifer	0
Wilson's Creek	WICR29	1	6/11/2020	Hardwood	9
Wilson's Creek	WICR29	1	5/19/2016	Hardwood	7
Wilson's Creek	WICR29	1	5/19/2016	Total	7
Wilson's Creek	WICR29	1	5/21/2008	Hardwood	4
Wilson's Creek	WICR3	1	6/8/2020	Conifer	4
Wilson's Creek	WICR3	1	6/8/2020	Hardwood	3
Wilson's Creek	WICR3	1	5/19/2016	Conifer	3
Wilson's Creek	WICR3	1	5/19/2016	Hardwood	6
Wilson's Creek	WICR3	1	5/19/2016	Total	9
Wilson's Creek	WICR3	1	5/20/2008	Conifer	2
Wilson's Creek	WICR3	1	5/20/2008	Hardwood	1
Wilson's Creek	WICR3	1	5/29/2012	Conifer	1
Wilson's Creek	WICR3	1	5/29/2012	Hardwood	6
Wilson's Creek	WICR30	1	6/10/2020	Conifer	0
Wilson's Creek	WICR30	1	6/10/2020	Hardwood	0
Wilson's Creek	WICR30	1	5/19/2016	Total	0
Wilson's Creek	WICR31	1	6/10/2020	Conifer	0
Wilson's Creek	WICR31	1	6/10/2020	Hardwood	9
Wilson's Creek	WICR31	1	5/19/2016	Hardwood	11
Wilson's Creek	WICR31	1	5/19/2016	Total	11
Wilson's Creek	WICR32	1	6/10/2020	Conifer	0
Wilson's Creek	WICR32	1	6/10/2020	Hardwood	0
Wilson's Creek	WICR32	1	5/19/2016	Total	0
Wilson's Creek	WICR33	1	6/11/2020	Conifer	2
Wilson's Creek	WICR33	1	6/11/2020	Hardwood	10
Wilson's Creek	WICR33	1	5/19/2016	Conifer	1
Wilson's Creek	WICR33	1	5/19/2016	Hardwood	9
Wilson's Creek	WICR33	1	5/19/2016	Total	10
Wilson's Creek	WICR33	1	5/21/2008	Conifer	2
Wilson's Creek	WICR33	1	5/21/2008	Hardwood	10
Wilson's Creek	WICR33	1	5/30/2012	Conifer	2
Wilson's Creek	WICR33	1	5/30/2012	Hardwood	8
Wilson's Creek	WICR34	1	6/10/2020	Conifer	0
Wilson's Creek	WICR34	1	6/10/2020	Hardwood	0
Wilson's Creek	WICR34	1	5/19/2016	Total	0
Wilson's Creek	WICR35	1	6/10/2020	Conifer	0
Wilson's Creek	WICR35	1	6/10/2020	Hardwood	0
Wilson's Creek	WICR35	1	5/19/2016	Total	0
Wilson's Creek	WICR36	1	6/11/2020	Conifer	0
Wilson's Creek	WICR36	1	6/11/2020	Hardwood	0
Wilson's Creek	WICR36	1	5/19/2016	Total	0
Wilson's Creek	WICR37	1	6/11/2020	Conifer	0
Wilson's Creek	WICR37	1	6/11/2020	Hardwood	9
Wilson's Creek	WICR37	1	5/19/2016	Hardwood	12
Wilson's Creek	WICR37	1	5/19/2016	Total	12
Wilson's Creek	WICR37	1	5/21/2008	Hardwood	8
Wilson's Creek	WICR37	1	5/31/2012	Hardwood	8
Wilson's Creek	WICR38	1	6/1/2012	Hardwood	1
Wilson's Creek	WICR38	1	5/20/2016	Total	0
Wilson's Creek	WICR4	1	6/9/2020	Conifer	0
Wilson's Creek	WICR4	1	6/9/2020	Hardwood	3
Wilson's Creek	WICR4	1	5/19/2016	Hardwood	3
Wilson's Creek	WICR4	1	5/19/2016	Total	3
Wilson's Creek	WICR4	1	5/20/2008	Hardwood	2
Wilson's Creek	WICR4	1	5/29/2012	Hardwood	4
Wilson's Creek	WICR5	1	6/8/2020	Conifer	1
Wilson's Creek	WICR5	1	6/8/2020	Hardwood	7
Wilson's Creek	WICR5	1	5/20/2008	Conifer	3
Wilson's Creek	WICR5	1	5/20/2008	Hardwood	5
Wilson's Creek	WICR5	1	5/20/2016	Conifer	1
Wilson's Creek	WICR5	1	5/20/2016	Hardwood	6
Wilson's Creek	WICR5	1	5/20/2016	Total	7
Wilson's Creek	WICR5	1	5/31/2012	Conifer	1
Wilson's Creek	WICR5	1	5/31/2012	Hardwood	11
Wilson's Creek	WICR6	1	6/1/2012	Hardwood	7
Wilson's Creek	WICR6	1	6/8/2020	Conifer	0
Wilson's Creek	WICR6	1	6/8/2020	Hardwood	5
Wilson's Creek	WICR6	1	5/20/2008	Hardwood	4
Wilson's Creek	WICR6	1	5/20/2016	Hardwood	8
Wilson's Creek	WICR6	1	5/20/2016	Total	8
Wilson's Creek	WICR7	1	6/10/2020	Conifer	0
Wilson's Creek	WICR7	1	6/10/2020	Hardwood	5
Wilson's Creek	WICR7	1	5/20/2008	Hardwood	6
Wilson's Creek	WICR7	1	5/20/2016	Hardwood	8
Wilson's Creek	WICR7	1	5/20/2016	Total	8
Wilson's Creek	WICR7	1	5/29/2012	Hardwood	7
Wilson's Creek	WICR8	1	6/10/2020	Conifer	0
Wilson's Creek	WICR8	1	6/10/2020	Hardwood	0
Wilson's Creek	WICR8	1	5/19/2016	Total	0
Wilson's Creek	WICR9	1	6/1/2012	Hardwood	3
Wilson's Creek	WICR9	1	6/8/2020	Conifer	0
Wilson's Creek	WICR9	1	6/8/2020	Hardwood	2
Wilson's Creek	WICR9	1	5/19/2016	Hardwood	3
Wilson's Creek	WICR9	1	5/19/2016	Total	3
Wilson's Creek	WICR9	1	5/20/2008	Hardwood	3
